Competition,Match,Date,Start Time,Innings,Over,Ball,Innings Ball,Batter,Batter ID,Bowler,Bowler ID,Runs,Extra Runs,Bowler Extra Runs,Extra,Penalty Runs,Runs Awarded To,Penalty,Ball Outcome,Line,Length,Shot,Feet,Secondary Feet,Connection,Delivery,Speed,Appeal Type,On-Field Decision,Referral Decision,Wicket,Dismissed Batter,FieldX,FieldY,ArrivalX,ArrivalY,Events,User Events,Around the Wicket,Keeper Up,Fielder1,Fielder1 Events,Fielder1 Position,Fielder2,Fielder2 Events,Fielder2 Position,Fielder3,Fielder3 Events,Fielder3 Position,Fielder4,Fielder4 Events,Fielder4 Position,Batting Hand,Bowler Type,Timestamp,Runs Saved or Lost,Toss Won By,Toss Decision,Ground End,Non-Striker,Non-Striker ID,Team Runs,Team Wickets,Batting Position,Power Play,Day,Session,Pitch Number,Umpire,Result,Winning Team,Losing Team,Batting Team,Bowling Team,Venue,North Boundary,South Boundary,East Boundary,West Boundary,User,Analysis Key Moment,Video Key Moment,Breaks,Temperature C,Humidity,Pressure hPa,Legal Ball,Actual Ball,Free Hit,Partnership Number,Cumulative Batter Balls,Cumulative Batter Runs,Bowling Spell,Bowling Over In Spell,Batter Coming In Over,Run Rate At Start,Run Rate After,Req Run Rate At Start,Req Run Rate After,PitchX,PitchY,ReleaseX,ReleaseY,ReleaseZ,BounceSpeed,StumpSpeed,DropSpeed,ImpactX,ImpactY,ImpactZ,LandingX,LandingY,Deviation,SwingAngle,DropAngle,BounceAngle,ReleaseAngle,ReleaseAccelerationY,ReleaseAccelerationZ,PastX,PastY,PastZ,Speed Radar,Speed External,Analyst Pitch Length,Analyst Pitch Line,External PitchX,External PitchY,Analyst Arrival Line,Analyst Arrival Height,Ball Type,Ball Colour,Pitchside Fielder 1 X,Pitchside Fielder 1 Y,Pitchside Fielder 2 X,Pitchside Fielder 2 Y,Pitchside Fielder 3 X,Pitchside Fielder 3 Y,Pitchside Fielder 4 X,Pitchside Fielder 4 Y,Pitchside Fielder 5 X,Pitchside Fielder 5 Y,Pitchside Fielder 6 X,Pitchside Fielder 6 Y,Pitchside Fielder 7 X,Pitchside Fielder 7 Y,Pitchside Fielder 8 X,Pitchside Fielder 8 Y,Pitchside Fielder 9 X,Pitchside Fielder 9 Y
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,5,1,25,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Off,Back Of Length,Back Defence,Back Foot,,Mis-timed,In Swinger,,,,,,,169,176,-35.85283018867926,103.26198598382732,,,No,No,,,,,,,,,,,,,RHB,RM,20250608 14:44:48.357,0,Worcestershire Rapids Women,Bowl,Diglis,MR Reid,b327f632-221f-4545-b410-2496271ffa98,29,1,3,1,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,1,No,2,4,1,1,1,4,7.25,6.96,,,7.149,-0.447,,,,,,,,,,,,,,,,,,,,,,,,7.149,-0.447,,,-0.311763740771124,0.8979303129028462,Newbery,White,197.01884,247.08200,107.01874,170.80936,118.95695,142.70928,134.93272,202.08415,232.91945,212.55589,241.86338,165.20339,150.00000,240.00000,115.12007,22.03408,268.00693,42.57293
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,5,2,26,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Off Wide,Back Of Length,Pull,Back Foot,,Mis-timed,In Swinger,,,,,,,220,201,-73.25660377358463,80.50929595687319,,,No,No,CK Boycott,"Ground Field ",Mid Wicket,,,,,,,,,,RHB,RM,20250608 14:45:28.367,0,Worcestershire Rapids Women,Bowl,Diglis,MR Reid,b327f632-221f-4545-b410-2496271ffa98,29,1,3,1,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,2,No,2,5,1,1,1,4,6.96,6.69,,,7.555,-0.728,,,,,,,,,,,,,,,,,,,,,,,,7.555,-0.728,,,-0.6370139458572577,0.700080834407593,Newbery,White,115.12007,22.03408,118.95695,142.70928,232.91945,212.55589,134.93272,202.08415,268.00693,42.57293,197.01884,247.08200,107.01874,170.80936,241.86338,165.20339,150.00000,240.00000
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,5,3,27,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Off,Yorker,Off Side Drive,Front Foot,,Mis-timed,In Swinger,,,,,,,170,154,-75.03773584905662,16.26640646900256,Poor Shot Execution,,No,No,OK Gough,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,RM,20250608 14:45:56.007,0,Worcestershire Rapids Women,Bowl,Diglis,MR Reid,b327f632-221f-4545-b410-2496271ffa98,29,1,3,1,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,3,No,2,6,1,1,1,4,6.69,6.44,,,1.426,-0.375,,,,,,,,,,,,,,,,,,,,,,,,1.426,-0.375,,,-0.6525020508613619,0.14144701277393532,Newbery,White,118.95695,142.70928,232.91945,212.55589,107.01874,170.80936,115.12007,22.03408,268.00693,42.57293,197.01884,247.08200,150.00000,240.00000,241.86338,165.20339,134.93272,202.08415
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,5,4,28,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Off,Length,Forward Defence,Front Foot,,Middled,In Swinger,,,,,,,174,191,-5.573584905660255,69.80214770889472,,,No,No,JD Beach,"Ground Field ",Bowler,,,,,,,,,,RHB,RM,20250608 14:46:22.17,0,Worcestershire Rapids Women,Bowl,Diglis,MR Reid,b327f632-221f-4545-b410-2496271ffa98,29,1,3,1,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,4,No,2,7,1,1,1,4,6.44,6.21,,,5.813,-0.292,,,,,,,,,,,,,,,,,,,,,,,,5.813,-0.292,,,-0.04846595570139352,0.6069751974686498,Newbery,White,107.01874,170.80936,115.12007,22.03408,118.95695,142.70928,197.01884,247.08200,134.93272,202.08415,232.91945,212.55589,150.00000,240.00000,268.00693,42.57293,241.86338,165.20339
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,5,5,29,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Line,Length,On Side Drive,Front Foot,,Bat Pad,In Swinger,,,,,,,133,162,5.11320754716985,61.77178652291096,Play and Miss,,No,No,GM Davies,"Ground Field ",Backward Point,,,,,,,,,,RHB,RM,20250608 14:46:50.167,0,Worcestershire Rapids Women,Bowl,Diglis,MR Reid,b327f632-221f-4545-b410-2496271ffa98,29,1,3,1,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,5,No,2,8,1,1,1,4,6.21,6.00,,,6.263,-0.161,,,,,,,,,,,,,,,,,,,,,,,,6.263,-0.161,,,0.044462674323216086,0.5371459697644431,Newbery,White,197.01884,247.08200,268.00693,42.57293,119.70227,129.66348,232.91945,212.55589,150.00000,240.00000,107.01874,170.80936,241.86338,165.20339,134.93272,202.08415,115.12007,22.03408
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,5,6,30,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Off Wide,Yorker,No Shot,No Movement,,Left,In Swinger,,,,,,,172,115,-94.63018867924507,32.32712884097026,,,No,No,OK Gough,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,RM,20250608 14:47:19.607,0,Worcestershire Rapids Women,Bowl,Diglis,MR Reid,b327f632-221f-4545-b410-2496271ffa98,29,1,3,1,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,6,No,2,9,1,1,1,4,6.00,5.80,,,1.381,-0.663,,,,,,,,,,,,,,,,,,,,,,,,1.381,-0.663,,,-0.8228712059064789,0.2811054681823501,Newbery,White,241.86338,165.20339,119.70227,129.66348,115.12007,22.03408,232.91945,212.55589,134.93272,202.08415,268.00693,42.57293,107.01874,170.80936,197.01884,247.08200,150.00000,240.00000
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,6,1,31,MR Reid,b327f632-221f-4545-b410-2496271ffa98,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,0,0,0,,,,,,Off,Back Of Length,Cut,Back Foot,,Middled,Turn Away,,,,,,,115,183,-48.32075471698113,63.11018005390815,"Around the Wicket,Keeper Up",,Yes,Yes,RE Davis,"Ground Field ",Backward Point,,,,,,,,,,RHB,LOB,20250608 14:48:06.79,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,29,1,2,1,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,1,No,2,10,6,1,3,2,5.80,5.61,,,5.757,-0.328,,,,,,,,,,,,,,,,,,,,,,,,5.757,-0.328,,,-0.4201804757998359,0.54878417438181,Newbery,White,150.00000,240.00000,107.01874,170.80936,207.26359,110.78380,134.93272,202.08415,241.86338,165.20339,211.92515,333.92971,311.17755,241.25664,118.95695,142.70928,152.38586,103.66348
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,6,2,32,MR Reid,b327f632-221f-4545-b410-2496271ffa98,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,4,0,0,,,,,,Line,Back Of Length,Off Side Drive,Back Foot,,Middled,Turn Away,,,,,,,52,305,-3.792452830188722,75.15572183288396,"Around the Wicket,Keeper Up",,Yes,Yes,,,,,,,,,,,,,RHB,LOB,20250608 14:48:58.123,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,33,1,2,1,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,2,No,2,11,10,1,3,2,5.61,6.19,,,5.059,-0.059,,,,,,,,,,,,,,,,,,,,,,,,5.059,-0.059,,,-0.03297785069729323,0.6535280159381214,Newbery,White,107.01874,170.80936,241.86338,165.20339,211.92515,333.92971,118.95695,142.70928,150.00000,240.00000,152.38586,103.66348,134.93272,202.08415,207.26359,110.78380,311.17755,241.25664
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,6,3,33,MR Reid,b327f632-221f-4545-b410-2496271ffa98,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,0,1,1,Wide,,,,,Leg,Length,Pull,Back Foot,,Missed,No Turn,,,,,,,179,139,71.01509433962269,77.83250889487857,"Around the Wicket,Keeper Up",,Yes,Yes,OK Gough,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,LOB,20250608 14:48:58.16,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,34,1,2,1,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,No,3,No,2,11,10,1,3,2,6.19,6.38,,,4.699,0.132,,,,,,,,,,,,,,,,,,,,,,,,4.699,0.132,,,0.6175225594749799,0.6768044251728571,Newbery,White,152.38586,103.66348,211.92515,333.92971,134.93272,202.08415,241.86338,165.20339,107.01874,170.80936,118.95695,142.70928,207.26359,110.78380,311.17755,241.25664,150.00000,240.00000
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,6,4,33,MR Reid,b327f632-221f-4545-b410-2496271ffa98,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,0,0,0,,,,,,Leg Wide,Full,Flick,Front Foot,,Hit Pad,No Turn,,,,,,,157,149,78.13962264150973,45.71106415094326,"Around the Wicket,Keeper Up",,Yes,Yes,RE Davis,"Ground Field ",Backward Point,,,,,,,,,,RHB,LOB,20250608 14:49:29.647,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,34,1,2,1,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,3,No,2,12,10,1,3,2,6.38,6.18,,,3.440,0.369,,,,,,,,,,,,,,,,,,,,,,,,3.440,0.369,,,0.679474979491389,0.39748751435602836,Newbery,White,152.38586,103.66348,311.17755,241.25664,107.01874,170.80936,134.93272,202.08415,150.00000,240.00000,211.92515,333.92971,118.95695,142.70928,207.26359,110.78380,241.86338,165.20339
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,6,5,34,MR Reid,b327f632-221f-4545-b410-2496271ffa98,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,0,0,0,,,,,,Off,Length,Off Side Drive,Front Foot,Down the Track,Missed,Turn Away,,,,,Stumped,MR Reid,174,152,-59.00754716981123,92.55483773584893,"Used Feet,Appeal,Around the Wicket,Keeper Up,Play and Miss",,Yes,Yes,OK Gough,"Stumping Chance - Medium,Ground Field ,Stumping",Wicketkeeper,,,,,,,,,,RHB,LOB,20250608 14:50:08.803,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,34,2,2,1,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,4,No,2,13,10,1,3,2,6.18,6.00,,,4.834,-0.459,,,,,,,,,,,,,,,,,,,,,,,,4.834,-0.459,,,-0.5131091058244455,0.8048246759639038,Newbery,White,118.95695,142.70928,311.17755,241.25664,211.92515,333.92971,107.01874,170.80936,207.26359,110.78380,150.00000,240.00000,152.38586,103.66348,241.86338,165.20339,134.93272,202.08415
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,6,6,35,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,4,0,0,,,,,,Leg,Length,Sweep,Front Foot,Moves Infront,Middled,Turn Away,,,,,,,297,55,33.6113207547171,65.78696711590285,"In Air,Used Feet,Around the Wicket,Keeper Up",,Yes,Yes,,,,,,,,,,,,,RHB,LOB,20250608 14:51:54.14,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,38,2,4,1,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,5,No,3,1,4,1,3,6,6.00,6.51,,,4.496,0.072,,,,,,,,,,,,,,,,,,,,,,,,4.496,0.072,,,0.29227235438884436,0.5720605836165465,Newbery,White,152.38586,103.66348,320.12141,234.92011,211.92515,333.92971,107.01874,170.80936,134.93272,202.08415,118.95695,142.70928,207.26359,110.78380,240.74539,149.92118,150.00000,240.00000
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,6,7,36,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,0,0,0,,,,,,Leg,Full,Off Side Drive,Front Foot,,Bat Pad,No Turn,,,,,,,152,134,49.641509433962256,44.37267061994592,"Around the Wicket,Keeper Up",,Yes,Yes,FC Bertwistle,"Ground Field ",Short Third Man,,,,,,,,,,RHB,LOB,20250608 14:51:54.21,0,Worcestershire Rapids Women,Bowl,New Road,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,38,2,4,1,1,1,14,BJ Peverall,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,6,No,3,2,4,1,3,6,6.51,6.33,,,3.271,0.060,,,,,,,,,,,,,,,,,,,,,,,,3.271,0.060,,,0.43166529942575876,0.38584930973866016,Newbery,White,240.74539,149.92118,118.95695,142.70928,166.17419,114.10011,320.12141,234.92011,134.93272,202.08415,150.00000,240.00000,207.26359,110.78380,211.92515,333.92971,107.01874,170.80936
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,7,1,37,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,1,0,Leg Bye,,,,,Line,Length,Slog,Front Foot,,Bat Pad,In Swinger,,,,,,,150,117,8.67547169811337,59.094999460916256,Appeal,,No,No,PJ Brett,"Ground Field ",Third Man,,,,,,,,,,RHB,RM,20250608 14:52:57.15,0,Worcestershire Rapids Women,Bowl,Diglis,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,39,2,3,,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,1,No,3,10,1,1,2,4,6.33,6.32,,,6.623,-0.208,,,,,,,,,,,,,,,,,,,,,,,,6.623,-0.208,,,0.07543888433142061,0.5138695605297066,Newbery,White,232.91945,212.55589,268.00693,42.57293,150.00000,240.00000,107.01874,170.80936,197.01884,247.08200,134.93272,202.08415,241.86338,165.20339,115.12007,22.03408,119.70227,129.66348
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,7,2,38,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,2,0,0,,,,,,Off,Full,Off Side Drive,Front Foot,,Middled,In Swinger,,,,,,,43,217,-89.28679245283001,37.68070296495941,,,No,No,AB Wheeler,"Ground Field ,Runs Saved",Mid Off,,,,,,,,,,RHB,RM,20250608 14:53:25.703,1,Worcestershire Rapids Women,Bowl,Diglis,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,41,2,4,,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,2,No,3,3,6,1,2,6,6.32,6.47,,,3.980,-0.375,,,,,,,,,,,,,,,,,,,,,,,,3.980,-0.375,,,-0.776406890894174,0.32765828665182095,Newbery,White,241.86338,165.20339,119.70227,129.66348,115.12007,22.03408,150.00000,240.00000,232.91945,212.55589,268.00693,42.57293,197.01884,247.08200,107.01874,170.80936,134.93272,202.08415
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,7,3,39,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,2,0,0,,,,,,Off Wide,Back Of Length,Late Cut,Back Foot,,Middled,In Swinger,,,,,,,85,93,-73.25660377358463,99.24680539083542,,,No,No,PJ Brett,"Runs Cost,Ground Field ",Third Man,,,,,,,,,,RHB,RM,20250608 14:54:02.483,-1,Worcestershire Rapids Women,Bowl,Diglis,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,43,2,4,,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,3,No,3,4,8,1,2,6,6.47,6.62,,,7.082,-0.642,,,,,,,,,,,,,,,,,,,,,,,,7.082,-0.642,,,-0.6370139458572577,0.8630156990507428,Newbery,White,241.86338,165.20339,115.12007,22.03408,107.01874,170.80936,134.93272,202.08415,232.91945,212.55589,119.70227,129.66348,150.00000,240.00000,197.01884,247.08200,268.00693,42.57293
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,7,4,40,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,1,0,0,,,,,,Off,Length,Off Side Drive,Front Foot,,Mis-timed,In Swinger,,,,,,,79,139,-67.91320754716958,47.04945768194062,"In Air,Catch Chance / Drop Short",,No,No,GM Davies,"Ground Field ",Backward Point,,,,,,,,,,RHB,RM,20250608 14:54:34.283,0,Worcestershire Rapids Women,Bowl,Diglis,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,44,2,4,,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,4,No,3,5,9,1,2,6,6.62,6.60,,,6.713,-0.453,,,,,,,,,,,,,,,,,,,,,,,,6.713,-0.453,,,-0.5905496308449528,0.4091257189733967,Newbery,White,119.70227,129.66348,107.01874,170.80936,150.00000,240.00000,115.12007,22.03408,197.01884,247.08200,232.91945,212.55589,241.86338,165.20339,268.00693,42.57293,134.93272,202.08415
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,7,5,41,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Leg,Full,On Side Drive,Front Foot,,Hit Pad,In Swinger,,,,,,,147,144,42.51698113207567,35.00391590296479,,,No,No,RE Davis,"Ground Field ",Point,,,,,,,,,,RHB,RM,20250608 14:55:02.09,0,Worcestershire Rapids Women,Bowl,Diglis,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,44,2,3,,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,5,No,3,11,1,1,2,4,6.60,6.44,,,2.404,0.108,,,,,,,,,,,,,,,,,,,,,,,,2.404,0.108,,,0.36971287940935366,0.30438187741708517,Newbery,White,134.93272,202.08415,197.01884,247.08200,268.00693,42.57293,241.86338,165.20339,232.91945,212.55589,119.70227,129.66348,115.12007,22.03408,150.00000,240.00000,107.01874,170.80936
Vitality Blast - Women League Two,Worcestershire Rapids Women v Northamptonshire Steelbacks Women,08/06/2025,14:30 UTC+1,1,7,6,42,ML Kirk,877ccf7d-6920-464a-b24d-20f65ed93697,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,4,0,0,,,,,,Off,Back Of Length,Pull,Back Foot,,Middled,In Swinger,,,,,,,344,204,-5.573584905660255,72.47893477088934,,,No,No,,,,,,,,,,,,,RHB,RM,20250608 14:55:59.863,0,Worcestershire Rapids Women,Bowl,Diglis,AD Kemp,ad7a6dde-6758-4bff-b387-208a950788e8,48,2,3,,1,1,14,L Spragg,Northamptonshire Steelbacks Women won by 15 runs,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Northamptonshire Steelbacks Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,6,No,3,12,5,1,2,4,6.44,6.86,,,7.172,-0.286,,,,,,,,,,,,,,,,,,,,,,,,7.172,-0.286,,,-0.04846595570139352,0.6302516067033855,Newbery,White,150.00000,240.00000,107.01874,170.80936,241.86338,165.20339,197.01884,247.08200,232.91945,212.55589,134.93272,202.08415,119.70227,129.66348,268.00693,42.57293,115.12007,22.03408
